reading_id,machine_id,machine_name,department,install_year,age_years,reading_date,pressure_bar,temperature_c,vibration_mm_s,oil_viscosity,cycle_count,maintenance_score,failure_occurred,priority
RD-21874,MCH-005,Quality Test Bench,QA,2017,7,2023-05-06,97.57,87.24,4.311,51.7,103011,31,True,LOW
RD-21875,MCH-006,Packaging Unit B,Logistics,2016,8,2023-07-29,95.87,80.42,4.64,56.03,144942,34,False,LOW
RD-21876,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-01,123.0,82.83,7.046,39.32,137868,52,False,MEDIUM
RD-21877,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-16,128.68,76.98,4.839,41.61,26288,12,False,LOW
RD-21878,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-06-23,129.11,51.33,2.513,54.65,109396,36,False,LOW
RD-21879,MCH-010,Conveyor System Main,Logistics,2016,8,2023-01-24,110.77,46.0,0.436,49.57,141723,32,False,LOW
RD-21880,MCH-001,Pipe Bending Line A,Production,2018,6,2024-12-20,95.42,92.11,2.461,55.68,84486,34,False,LOW
RD-21881,MCH-002,Hydraulic Press #1,Production,2015,9,2023-05-22,135.95,98.55,3.348,29.86,97512,52,False,MEDIUM
RD-21882,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-10,144.0,70.66,9.132,41.78,53062,53,False,MEDIUM
RD-21883,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-13,134.47,81.42,2.38,38.34,83912,16,False,LOW
RD-21884,MCH-005,Quality Test Bench,QA,2017,7,2023-07-25,121.17,61.95,4.509,39.21,65271,28,False,LOW
RD-21885,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-01,130.77,98.61,2.23,36.17,84780,48,False,MEDIUM
RD-21886,MCH-007,Hydraulic Press #2,Production,2014,10,2024-06-24,116.12,63.21,2.02,26.89,31792,36,False,LOW
RD-21887,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-08,135.18,82.96,3.184,51.66,16686,12,False,LOW
RD-21888,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-29,127.84,59.21,0.133,33.35,30644,36,False,LOW
RD-21889,MCH-010,Conveyor System Main,Logistics,2016,8,2023-09-08,183.01,114.08,3.903,49.56,97854,66,False,MEDIUM
RD-21890,MCH-001,Pipe Bending Line A,Production,2018,6,2023-02-13,150.64,97.31,0.545,48.41,125766,38,False,LOW
RD-21891,MCH-002,Hydraulic Press #1,Production,2015,9,2024-09-09,103.7,72.84,1.919,55.15,145280,36,True,LOW
RD-21892,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-06-14,154.83,83.54,1.508,53.9,16536,20,False,LOW
RD-21893,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-10-20,144.49,80.1,3.645,42.67,56036,16,False,LOW
RD-21894,MCH-005,Quality Test Bench,QA,2017,7,2024-06-10,129.84,76.06,6.76,39.73,77778,42,True,MEDIUM
RD-21895,MCH-006,Packaging Unit B,Logistics,2016,8,2023-01-11,110.45,60.36,5.949,48.33,50595,39,False,LOW
RD-21896,MCH-007,Hydraulic Press #2,Production,2014,10,2023-02-09,99.07,71.75,4.15,37.57,96556,36,False,LOW
RD-21897,MCH-008,Welding Station Alpha,Production,2021,3,2024-06-09,118.6,84.03,3.501,28.23,72218,12,False,LOW
RD-21898,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-01-09,132.49,20.26,1.03,52.21,105808,36,False,LOW
RD-21899,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-23,144.37,88.32,1.178,56.21,40494,35,False,LOW
RD-21900,MCH-001,Pipe Bending Line A,Production,2018,6,2023-02-07,154.33,37.02,7.382,53.76,125016,43,False,MEDIUM
RD-21901,MCH-002,Hydraulic Press #1,Production,2015,9,2024-12-04,136.45,77.96,0.439,62.78,70920,36,False,LOW
RD-21902,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-10-28,125.71,73.26,4.808,45.69,44762,20,False,LOW
RD-21903,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-09-01,150.53,66.71,5.137,55.21,92784,17,False,LOW
RD-21904,MCH-005,Quality Test Bench,QA,2017,7,2023-04-28,83.68,82.31,3.06,45.68,125895,36,True,LOW
RD-21905,MCH-006,Packaging Unit B,Logistics,2016,8,2024-09-14,119.12,66.97,3.722,48.77,121410,32,True,LOW
RD-21906,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-04,123.06,49.81,3.497,40.81,25628,36,False,LOW
RD-21907,MCH-008,Welding Station Alpha,Production,2021,3,2024-03-13,120.84,67.23,0.662,44.1,64782,12,False,LOW
RD-21908,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-06-05,142.28,61.33,4.084,45.87,44012,36,True,LOW
RD-21909,MCH-010,Conveyor System Main,Logistics,2016,8,2023-06-14,96.43,60.72,3.901,47.99,80046,33,False,LOW
RD-21910,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-01,140.15,92.3,2.38,42.97,132096,32,False,LOW
RD-21911,MCH-002,Hydraulic Press #1,Production,2015,9,2024-01-20,103.22,52.0,1.596,32.13,88692,36,False,LOW
RD-21912,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-04,99.42,61.76,5.631,51.27,62110,25,False,LOW
RD-21913,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-03-08,140.29,88.86,7.434,43.12,17930,40,False,MEDIUM
RD-21914,MCH-005,Quality Test Bench,QA,2017,7,2023-07-01,157.19,92.35,1.831,39.5,98610,36,False,LOW
RD-21915,MCH-006,Packaging Unit B,Logistics,2016,8,2024-12-02,105.92,98.31,2.105,40.45,53679,47,False,MEDIUM
RD-21916,MCH-007,Hydraulic Press #2,Production,2014,10,2023-12-16,78.26,69.64,4.618,37.61,60424,46,False,MEDIUM
RD-21917,MCH-008,Welding Station Alpha,Production,2021,3,2024-06-05,129.39,97.35,0.135,45.07,62442,26,False,LOW
RD-21918,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-02-02,123.2,61.88,2.697,30.75,95580,36,False,LOW
RD-21919,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-21,86.78,82.7,4.082,40.35,72354,38,False,LOW
RD-21920,MCH-001,Pipe Bending Line A,Production,2018,6,2024-06-03,147.09,72.29,0.4,28.81,87573,24,False,LOW
RD-21921,MCH-002,Hydraulic Press #1,Production,2015,9,2023-04-04,128.23,83.95,1.205,49.67,139836,36,False,LOW
RD-21922,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-08-13,115.34,53.51,0.371,46.2,57002,20,False,LOW
RD-21923,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-10,128.61,71.36,3.587,52.16,65258,16,False,LOW
RD-21924,MCH-005,Quality Test Bench,QA,2017,7,2024-11-26,97.92,103.04,2.632,48.19,57306,50,False,MEDIUM
RD-21925,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-21,127.07,75.81,5.83,50.49,121014,38,False,LOW
RD-21926,MCH-007,Hydraulic Press #2,Production,2014,10,2024-06-07,122.82,40.53,0.037,52.02,21552,36,True,LOW
RD-21927,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-30,102.64,69.24,2.806,49.04,36016,12,True,LOW
RD-21928,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-12-12,104.28,78.93,1.467,51.67,198140,36,False,LOW
RD-21929,MCH-010,Conveyor System Main,Logistics,2016,8,2024-06-11,151.42,39.0,0.677,47.28,31563,32,True,LOW
RD-21930,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-23,125.27,81.15,0.334,45.45,101682,24,True,LOW
RD-21931,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-28,73.99,115.24,4.287,43.34,25744,85,False,HIGH
RD-21932,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-11-24,126.75,74.57,1.321,45.22,91458,20,False,LOW
RD-21933,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-10,84.55,82.41,9.341,47.17,48722,58,True,MEDIUM
RD-21934,MCH-005,Quality Test Bench,QA,2017,7,2023-10-08,117.62,96.28,4.781,50.49,39663,41,False,MEDIUM
RD-21935,MCH-006,Packaging Unit B,Logistics,2016,8,2023-08-19,122.77,52.31,3.295,47.98,118638,32,False,LOW
RD-21936,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-04,96.76,35.83,2.202,55.75,143008,37,False,LOW
RD-21937,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-08,146.54,67.65,2.986,54.66,95168,12,False,LOW
RD-21938,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-06-08,113.75,92.26,0.222,52.2,82552,44,True,MEDIUM
RD-21939,MCH-010,Conveyor System Main,Logistics,2016,8,2024-08-26,95.5,59.4,3.812,69.58,122877,34,False,LOW
RD-21940,MCH-001,Pipe Bending Line A,Production,2018,6,2023-04-27,140.15,53.94,1.55,46.23,122631,24,False,LOW
RD-21941,MCH-002,Hydraulic Press #1,Production,2015,9,2024-09-15,145.91,68.66,3.716,53.06,52444,36,False,LOW
RD-21942,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-06-07,143.87,60.49,3.963,50.55,15284,20,True,LOW
RD-21943,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-10-01,136.98,76.77,3.734,46.55,35014,16,False,LOW
RD-21944,MCH-005,Quality Test Bench,QA,2017,7,2024-12-05,112.6,72.9,3.592,53.15,38616,28,False,LOW
RD-21945,MCH-006,Packaging Unit B,Logistics,2016,8,2024-12-16,122.71,63.8,3.706,54.22,16275,32,False,LOW
RD-21946,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-01,154.03,56.14,3.595,52.62,192520,36,False,LOW
RD-21947,MCH-008,Welding Station Alpha,Production,2021,3,2024-08-26,114.55,67.14,6.869,48.2,68422,26,False,LOW
RD-21948,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-10,85.37,80.54,9.074,41.94,91640,75,False,HIGH
RD-21949,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-14,111.47,75.38,3.131,41.15,147117,32,False,LOW
RD-21950,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-07,169.58,89.74,0.767,44.34,85716,29,False,LOW
RD-21951,MCH-002,Hydraulic Press #1,Production,2015,9,2023-09-15,122.14,103.43,1.532,41.43,90308,58,True,MEDIUM
RD-21952,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-09-20,104.93,51.05,0.027,46.69,75624,20,False,LOW
RD-21953,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-09-02,130.77,66.69,0.626,37.58,65914,16,False,LOW
RD-21954,MCH-005,Quality Test Bench,QA,2017,7,2024-04-29,142.47,79.07,4.437,36.21,68898,28,False,LOW
RD-21955,MCH-006,Packaging Unit B,Logistics,2016,8,2024-06-03,124.27,81.2,7.94,45.85,131898,55,False,MEDIUM
RD-21956,MCH-007,Hydraulic Press #2,Production,2014,10,2024-04-17,121.43,71.26,6.867,53.76,174736,50,True,MEDIUM
RD-21957,MCH-008,Welding Station Alpha,Production,2021,3,2023-03-23,102.09,74.68,7.905,36.91,48208,35,False,LOW
RD-21958,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-30,63.19,76.46,6.18,41.53,69248,63,True,MEDIUM
RD-21959,MCH-010,Conveyor System Main,Logistics,2016,8,2024-06-26,143.5,76.1,3.043,52.2,132651,32,True,LOW
RD-21960,MCH-001,Pipe Bending Line A,Production,2018,6,2023-06-29,129.06,60.33,3.73,42.73,80949,24,False,LOW
RD-21961,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-02,113.79,91.47,6.287,57.28,68244,54,False,MEDIUM
RD-21962,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-09-24,144.01,76.65,6.467,37.72,46168,31,False,LOW
RD-21963,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-08-28,119.21,70.11,1.279,50.38,29288,16,True,LOW
RD-21964,MCH-005,Quality Test Bench,QA,2017,7,2024-12-13,100.15,105.96,1.145,58.9,43920,53,False,MEDIUM
RD-21965,MCH-006,Packaging Unit B,Logistics,2016,8,2023-01-05,132.76,89.46,8.311,35.21,75078,63,True,MEDIUM
RD-21966,MCH-007,Hydraulic Press #2,Production,2014,10,2023-08-15,162.37,70.25,3.133,56.41,105804,36,False,LOW
RD-21967,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-14,129.73,41.12,5.62,51.66,18934,16,False,LOW
RD-21968,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-05-03,104.09,63.7,0.977,60.98,134172,36,False,LOW
RD-21969,MCH-010,Conveyor System Main,Logistics,2016,8,2024-12-07,147.79,77.91,5.865,53.73,139410,38,False,LOW
RD-21970,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-27,119.7,70.13,6.502,37.32,42564,36,False,LOW
RD-21971,MCH-002,Hydraulic Press #1,Production,2015,9,2023-04-16,116.62,65.52,9.742,44.51,42896,73,False,HIGH
RD-21972,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-17,117.66,42.6,5.598,41.85,55970,24,False,LOW
RD-21973,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-08,131.13,60.48,1.08,38.16,23486,16,False,LOW
RD-21974,MCH-005,Quality Test Bench,QA,2017,7,2024-01-24,133.07,83.47,4.75,55.42,34458,28,False,LOW
RD-21975,MCH-006,Packaging Unit B,Logistics,2016,8,2024-08-12,100.57,71.56,1.691,34.93,132192,32,False,LOW
RD-21976,MCH-007,Hydraulic Press #2,Production,2014,10,2024-02-06,144.08,78.58,5.971,33.54,184640,43,False,MEDIUM
RD-21977,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-21,90.74,79.32,1.584,43.69,76266,16,False,LOW
RD-21978,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-05-21,121.66,65.82,2.804,44.17,144784,36,False,LOW
RD-21979,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-27,135.68,67.75,4.327,52.7,69009,32,False,LOW
RD-21980,MCH-001,Pipe Bending Line A,Production,2018,6,2023-05-30,132.73,56.45,1.4,38.79,94767,24,False,LOW
RD-21981,MCH-002,Hydraulic Press #1,Production,2015,9,2023-01-12,104.61,61.73,2.376,55.98,162156,36,False,LOW
RD-21982,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-02,134.27,105.7,5.549,45.36,42836,49,True,MEDIUM
RD-21983,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-21,117.68,91.35,5.124,49.75,92270,24,False,LOW
RD-21984,MCH-005,Quality Test Bench,QA,2017,7,2023-06-12,123.13,88.79,2.868,44.4,17856,32,False,LOW
RD-21985,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-03,102.21,75.44,2.603,33.91,108825,32,True,LOW
RD-21986,MCH-007,Hydraulic Press #2,Production,2014,10,2023-02-25,116.77,76.17,1.895,45.23,67688,36,False,LOW
RD-21987,MCH-008,Welding Station Alpha,Production,2021,3,2023-10-27,119.6,85.34,6.146,44.26,44020,21,False,LOW
RD-21988,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-09,138.26,49.31,10.381,53.05,80060,79,True,HIGH
RD-21989,MCH-010,Conveyor System Main,Logistics,2016,8,2023-02-16,144.44,58.55,2.211,37.85,83256,32,False,LOW
RD-21990,MCH-001,Pipe Bending Line A,Production,2018,6,2023-02-15,120.66,61.47,3.003,40.7,40572,24,True,LOW
RD-21991,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-21,100.83,90.65,2.18,61.14,190776,42,False,MEDIUM
RD-21992,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-01-16,134.95,62.43,4.781,50.04,24454,20,False,LOW
RD-21993,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-10-04,111.11,89.18,4.965,49.78,94128,21,False,LOW
RD-21994,MCH-005,Quality Test Bench,QA,2017,7,2024-12-08,123.99,83.72,8.0,51.17,61503,51,False,MEDIUM
RD-21995,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-08,80.12,46.18,5.896,29.8,76017,49,True,MEDIUM
RD-21996,MCH-007,Hydraulic Press #2,Production,2014,10,2024-10-19,131.68,103.52,3.976,38.41,85000,58,False,MEDIUM
RD-21997,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-22,126.93,76.69,4.637,52.2,37914,12,True,LOW
RD-21998,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-12-08,108.48,101.97,4.489,26.86,159576,56,True,MEDIUM
RD-21999,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-23,118.09,66.72,2.323,55.72,36561,32,False,LOW
RD-22000,MCH-001,Pipe Bending Line A,Production,2018,6,2024-08-28,94.35,91.23,6.236,55.19,114432,44,True,MEDIUM
RD-22001,MCH-002,Hydraulic Press #1,Production,2015,9,2024-01-11,130.21,86.9,3.714,42.79,55280,38,False,LOW
RD-22002,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-05-23,137.61,71.66,3.235,47.48,17538,20,False,LOW
RD-22003,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-13,117.59,118.2,7.369,46.03,57190,74,False,HIGH
RD-22004,MCH-005,Quality Test Bench,QA,2017,7,2023-05-14,136.59,76.71,3.454,52.96,113355,28,False,LOW
RD-22005,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-02,125.68,58.59,9.505,41.57,133074,68,False,MEDIUM
RD-22006,MCH-007,Hydraulic Press #2,Production,2014,10,2024-06-24,147.62,76.58,1.287,30.63,135132,36,False,LOW
RD-22007,MCH-008,Welding Station Alpha,Production,2021,3,2023-06-08,144.78,102.74,3.012,37.54,24332,33,True,LOW
RD-22008,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-02-08,50.54,97.9,8.884,40.73,149116,100,False,HIGH
RD-22009,MCH-010,Conveyor System Main,Logistics,2016,8,2024-12-16,99.73,42.03,0.481,48.87,99510,32,False,LOW
RD-22010,MCH-001,Pipe Bending Line A,Production,2018,6,2024-03-19,130.53,73.56,4.843,33.97,61968,24,True,LOW
RD-22011,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-03,113.31,100.3,6.793,32.06,197132,68,True,MEDIUM
RD-22012,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-05,122.01,83.23,6.253,42.81,69816,30,False,LOW
RD-22013,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-03-01,121.63,71.7,1.219,54.06,97026,16,False,LOW
RD-22014,MCH-005,Quality Test Bench,QA,2017,7,2024-11-29,153.04,63.1,5.101,49.24,96273,28,False,LOW
RD-22015,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-12,112.25,72.8,1.447,57.72,77985,32,False,LOW
RD-22016,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-26,77.48,71.09,2.754,54.43,143500,47,True,MEDIUM
RD-22017,MCH-008,Welding Station Alpha,Production,2021,3,2024-03-15,121.44,45.11,5.897,37.81,79684,19,False,LOW
RD-22018,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-04-29,85.75,86.2,5.077,50.73,42472,45,True,MEDIUM
RD-22019,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-23,127.83,91.4,5.173,46.07,81483,41,False,MEDIUM
RD-22020,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-14,143.22,66.77,2.879,42.24,71301,24,False,LOW
RD-22021,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-31,128.31,60.09,5.739,48.28,161520,41,False,MEDIUM
RD-22022,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-02-28,116.3,61.93,3.629,46.6,80062,20,False,LOW
RD-22023,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-26,111.51,77.33,2.99,42.45,17900,16,True,LOW
RD-22024,MCH-005,Quality Test Bench,QA,2017,7,2023-10-24,135.7,88.86,1.265,37.44,54267,32,True,LOW
RD-22025,MCH-006,Packaging Unit B,Logistics,2016,8,2024-12-04,163.37,48.72,6.145,39.38,140499,41,False,MEDIUM
RD-22026,MCH-007,Hydraulic Press #2,Production,2014,10,2024-05-09,112.81,71.14,7.584,45.21,149264,56,True,MEDIUM
RD-22027,MCH-008,Welding Station Alpha,Production,2021,3,2024-03-30,154.13,83.07,2.401,55.29,46490,12,False,LOW
RD-22028,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-01-31,150.96,30.71,2.288,31.84,177720,36,True,LOW
RD-22029,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-17,125.27,70.98,4.408,36.93,133770,32,True,LOW
RD-22030,MCH-001,Pipe Bending Line A,Production,2018,6,2024-04-11,86.11,79.03,2.737,45.43,76461,30,True,LOW
RD-22031,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-03,103.49,69.12,1.758,53.75,197444,36,False,LOW
RD-22032,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-03-27,118.1,54.24,1.908,23.61,17398,20,False,LOW
RD-22033,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-23,117.41,105.1,4.65,49.5,55878,40,False,MEDIUM
RD-22034,MCH-005,Quality Test Bench,QA,2017,7,2023-09-16,83.85,68.58,2.235,39.87,120354,36,True,LOW
RD-22035,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-22,90.66,91.08,3.1,41.85,121749,43,True,MEDIUM
RD-22036,MCH-007,Hydraulic Press #2,Production,2014,10,2024-04-27,120.1,85.38,0.96,40.68,113640,36,False,LOW
RD-22037,MCH-008,Welding Station Alpha,Production,2021,3,2023-10-14,145.74,83.39,3.773,54.69,11354,12,True,LOW
RD-22038,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-09,94.71,81.49,1.861,38.28,125076,38,False,LOW
RD-22039,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-30,113.39,69.68,5.811,43.83,56220,38,False,LOW
RD-22040,MCH-001,Pipe Bending Line A,Production,2018,6,2023-10-29,141.51,63.72,0.891,47.58,137244,24,False,LOW
RD-22041,MCH-002,Hydraulic Press #1,Production,2015,9,2024-04-11,136.73,51.98,3.723,30.48,31532,36,False,LOW
RD-22042,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-10-07,100.91,81.65,5.778,48.41,17416,26,False,LOW
RD-22043,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-11-17,139.46,89.78,2.873,44.47,66616,21,False,LOW
RD-22044,MCH-005,Quality Test Bench,QA,2017,7,2024-04-17,135.65,76.63,4.787,41.72,69891,28,False,LOW
RD-22045,MCH-006,Packaging Unit B,Logistics,2016,8,2024-07-19,94.81,52.85,5.653,47.41,83127,39,False,LOW
RD-22046,MCH-007,Hydraulic Press #2,Production,2014,10,2024-11-08,113.21,96.23,6.392,55.51,159840,60,False,MEDIUM
RD-22047,MCH-008,Welding Station Alpha,Production,2021,3,2023-08-04,130.7,57.31,2.915,53.41,12856,12,False,LOW
RD-22048,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-11-29,94.38,91.31,2.381,36.15,70548,46,False,MEDIUM
RD-22049,MCH-010,Conveyor System Main,Logistics,2016,8,2024-04-09,67.2,74.29,0.024,56.43,90810,48,False,MEDIUM
RD-22050,MCH-001,Pipe Bending Line A,Production,2018,6,2023-09-28,131.77,65.84,3.473,56.39,137862,24,False,LOW
RD-22051,MCH-002,Hydraulic Press #1,Production,2015,9,2023-08-02,150.3,63.59,5.57,40.31,69104,40,False,MEDIUM
RD-22052,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-09-02,113.17,87.72,5.054,42.79,61512,23,False,LOW
RD-22053,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-02,135.43,75.29,3.17,46.06,86524,16,False,LOW
RD-22054,MCH-005,Quality Test Bench,QA,2017,7,2024-01-02,107.28,65.14,5.477,62.93,62937,31,True,LOW
RD-22055,MCH-006,Packaging Unit B,Logistics,2016,8,2024-02-26,117.65,77.53,6.438,29.18,28710,43,False,MEDIUM
RD-22056,MCH-007,Hydraulic Press #2,Production,2014,10,2023-02-05,100.15,60.55,7.173,43.0,138688,53,False,MEDIUM
RD-22057,MCH-008,Welding Station Alpha,Production,2021,3,2024-06-11,66.29,48.81,4.543,44.48,84344,28,False,LOW
RD-22058,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-02-15,147.19,68.14,1.246,41.58,102612,36,False,LOW
RD-22059,MCH-010,Conveyor System Main,Logistics,2016,8,2024-11-30,118.07,46.06,1.205,50.94,35223,32,False,LOW
RD-22060,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-02,126.84,83.85,1.466,45.81,118068,24,False,LOW
RD-22061,MCH-002,Hydraulic Press #1,Production,2015,9,2024-07-20,78.62,86.25,1.18,36.24,28736,48,True,MEDIUM
RD-22062,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-05-01,139.43,70.22,0.992,36.83,15512,20,False,LOW
RD-22063,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-09,135.56,67.37,0.814,45.4,44952,16,False,LOW
RD-22064,MCH-005,Quality Test Bench,QA,2017,7,2024-07-11,138.08,83.91,3.556,44.29,73089,28,False,LOW
RD-22065,MCH-006,Packaging Unit B,Logistics,2016,8,2024-02-26,120.07,60.42,3.26,46.43,26187,32,False,LOW
RD-22066,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-27,94.2,65.52,2.515,55.94,153100,38,False,LOW
RD-22067,MCH-008,Welding Station Alpha,Production,2021,3,2024-07-18,120.56,74.75,5.067,42.76,47860,12,False,LOW
RD-22068,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-07-18,149.7,67.72,2.617,47.22,110184,36,False,LOW
RD-22069,MCH-010,Conveyor System Main,Logistics,2016,8,2024-07-12,157.62,69.64,0.072,48.57,111228,32,False,LOW
RD-22070,MCH-001,Pipe Bending Line A,Production,2018,6,2024-03-08,102.74,53.99,6.305,46.36,43458,34,False,LOW
RD-22071,MCH-002,Hydraulic Press #1,Production,2015,9,2023-12-12,76.85,56.2,3.739,44.77,190484,47,False,MEDIUM
RD-22072,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-02-22,123.29,87.86,1.718,44.32,25896,23,False,LOW
RD-22073,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-03-10,109.7,76.59,4.547,36.45,31538,16,False,LOW
RD-22074,MCH-005,Quality Test Bench,QA,2017,7,2024-04-03,134.68,82.69,1.31,63.54,73095,28,False,LOW
RD-22075,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-21,106.29,123.69,1.208,68.03,22461,78,True,HIGH
RD-22076,MCH-007,Hydraulic Press #2,Production,2014,10,2024-03-10,99.9,74.22,1.809,57.87,23300,36,True,LOW
RD-22077,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-03,140.51,70.59,3.815,38.95,77950,12,False,LOW
